study,site,assessment.file,feeding.schedule.file,date,AdultBees_BH_mean,Honey_BH_mean,Pupae_BH_mean,Larvae_BH_mean,Pollen_BH_mean,ZeroAdultReps
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,7/21/2014,21989.15,16.15583476,11004.45,5449.6,1026.893437,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,8/21/2014,20407,16.56350228,8382.5,3781.95,915.9757753,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,9/21/2014,19346.2,15.4066366,4317.85,1700.8,823.1969821,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,10/21/2014,16524.7,16.11905616,1541.9,557.1,460.3677851,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,11/21/2014,13347.25,15.01692983,431.8,149.4,83.3601183,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,12/21/2014,10452.9,11.2661264,115.8,40.2,106.9390643,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,1/21/2015,8665.15,7.680036021,83.55,132.05,52.0578433,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,2/21/2015,5326.35,5.203410676,2115.7,1340,184.4251967,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,3/21/2015,6166.4,4.665921386,5268.8,3224.3,312.8777453,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,4/21/2015,10205.95,10.1136528,9362.3,5525.35,844.9933205,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,7/21/2014,24321.3,19.91342027,10994.05,5443.8,1295.258691,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,8/21/2014,27443.85,22.73706826,8374.45,3771,1017.055974,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,9/21/2014,22452.05,21.00012708,4336.15,1701.8,1004.974251,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,10/21/2014,18276.95,21.34838484,1541.3,559.1,472.1612256,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,11/21/2014,14838.05,19.69780807,429.7,149.6,82.89701438,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,12/21/2014,11749.2,15.49712442,115.95,39.75,117.8512899,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,1/21/2015,9723.5,11.52586636,83.95,133.3,60.35861388,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,2/21/2015,6422.5,8.51161395,2318.4,1457.8,185.9681645,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,3/21/2015,7820.4,6.814260062,6095.25,4303.45,414.79037,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,4/21/2015,14051.35,11.96933915,12039.2,6318.2,985.6806626,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,7/21/2014,21989.15,16.15583476,11004.45,5449.6,1026.893437,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,8/21/2014,20407,16.56350228,8382.5,3781.95,915.9757753,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,9/21/2014,16471.1,12.04907378,4315.95,1701.9,469.7667543,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,10/21/2014,14713.45,19.37419281,1543.2,560.65,454.8273811,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,11/21/2014,13377.8,20.67360263,431.85,151,71.22112019,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,12/21/2014,10743.7,17.09206883,117.3,39.45,142.3005024,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,1/21/2015,9229.75,13.47418491,83.2,132.95,85.67658538,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,2/21/2015,6839.65,10.39663626,2326.95,1465.45,186.2249555,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,3/21/2015,8348.65,8.020376973,6243.3,4478.1,411.3159393,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,4/21/2015,14446.6,12.08699928,10801.7,5778.05,926.460435,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,7/21/2014,24321.3,19.91342027,10994.05,5443.8,1295.258691,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,8/21/2014,27443.85,22.73706826,8374.45,3771,1017.055974,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,9/21/2014,20292.55,16.20200079,4323,1698.8,907.7933661,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,10/21/2014,17113.2,23.08636792,1547.25,561.5,459.4469766,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,11/21/2014,15873.95,23.6437647,431.65,151,64.03868343,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,12/21/2014,12790.95,19.41173668,117.35,40.1,151.123213,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,1/21/2015,11087.55,15.09913101,84,133.05,91.87438799,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,2/21/2015,7940.45,11.52455477,2674.85,1706.1,192.4562276,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,3/21/2015,9291.4,9.644344009,6996.2,5030.2,552.9000897,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,4/21/2015,17320.75,14.2949344,11634.2,6183.35,1049.735643,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,7/21/2014,21989.15,16.15583476,11004.45,5449.6,1026.893437,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,8/21/2014,20407,16.56350228,8382.5,3781.95,915.9757753,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,9/21/2014,19821.9,18.1011361,4315.15,1705.6,879.6695271,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,10/21/2014,16617.3,21.94077746,1540.7,555.55,458.2577683,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,11/21/2014,14766.15,21.31819744,428.65,151.15,67.23906484,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,12/21/2014,11772.95,17.31970519,116.75,39.95,143.0222593,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,1/21/2015,9988.25,13.35855154,84.4,132.05,84.22589484,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,2/21/2015,7107.85,10.1436961,2479.85,1563.7,185.8752368,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,3/21/2015,8625.15,7.979591565,6549.75,4686.05,431.4119966,0
LSCFS_2014_2,D,HICC_79_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,4/21/2015,14505.6,13.70950681,11713.05,6293.1,1100.5666,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,7/21/2014,19562.4,31.07904801,11000.55,5439.2,742.9748565,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,8/21/2014,27076.9,25.24562827,8351.95,3778.95,830.5408522,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,9/21/2014,22295.85,20.17280507,4314.85,1704.65,1029.252162,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,10/21/2014,18051.05,17.52569951,1542.1,556.55,459.3099176,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,11/21/2014,14313.85,14.58087344,430.15,149.2,75.83962406,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,12/21/2014,11024,10.69484552,115.35,39.95,118.6780201,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,1/21/2015,8826.15,6.884698238,84.55,132.8,61.98808356,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,2/21/2015,5165.6,4.534656166,2078.75,1313.1,171.1235931,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,3/21/2015,5499.6,4.393947352,4796.7,2886.8,315.5505459,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,4/21/2015,9297.9,8.956447598,8397.05,5037.5,754.4833048,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,7/21/2014,19653.15,36.54424801,10995.45,5438.65,750.2459556,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,8/21/2014,27216.95,37.8916066,8383.2,3776.1,849.6080238,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,9/21/2014,24881.1,37.26161229,4316.7,1704.8,965.4041578,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,10/21/2014,23044.7,38.15436448,1545.25,556.5,381.077026,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,11/21/2014,20575.15,35.46585738,431.35,150.4,73.98781184,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,12/21/2014,16837.45,29.94133037,115.6,40.65,170.3908268,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,1/21/2015,14565.4,24.34415797,83.75,132.6,106.0833775,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,2/21/2015,10563.5,19.68524862,3116.75,2068,209.3605742,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,3/21/2015,11580.3,16.02600746,8220.55,5928.7,721.1820795,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,4/21/2015,21525.1,18.33034999,12277.8,6372.45,1366.529359,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,7/21/2014,19562.4,31.07904801,11000.55,5439.2,742.9748565,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,8/21/2014,27076.9,25.24562827,8351.95,3778.95,830.5408522,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,9/21/2014,21394.3,17.45768621,4317.1,1700.8,1000.256852,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,10/21/2014,19361.95,29.68297181,1539.15,557.65,374.3577193,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,11/21/2014,17515.2,32.78538617,428,150.75,69.41327046,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,12/21/2014,14444.9,28.11243729,116.25,40,171.749047,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,1/21/2015,12646.05,23.332136,86.05,132.65,109.3988595,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,2/21/2015,9660.45,18.87785128,2957.4,1915.25,181.2049872,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,3/21/2015,11197.9,15.80825255,7863.9,5701.7,726.8400872,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,4/21/2015,22220.8,17.31708101,11828.15,6266.75,1147.551322,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,7/21/2014,19653.15,36.54424801,10995.45,5438.65,750.2459556,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,8/21/2014,27216.95,37.8916066,8383.2,3776.1,849.6080238,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,9/21/2014,22860,29.25832168,4336.1,1699.65,1017.313253,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,10/21/2014,21514.75,40.33367316,1543.25,558,372.1159527,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,11/21/2014,19302.7,42.82606256,427.65,149.1,62.91231484,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,12/21/2014,15858.75,37.63438627,118.55,39.9,175.0615423,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,1/21/2015,13603.15,32.36744831,85.35,131.85,112.4802292,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,2/21/2015,10354,27.60519275,3066.8,1951.1,196.0019537,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,3/21/2015,11869.2,23.56801763,8079.1,5811.55,760.2130782,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,4/21/2015,23770.1,20.37877788,12281.9,6392.35,1514.143352,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,7/21/2014,19562.4,31.07904801,11000.55,5439.2,742.9748565,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,8/21/2014,27076.9,25.24562827,8351.95,3778.95,830.5408522,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,9/21/2014,22617,29.00971083,4321.1,1706.9,1018.32572,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,10/21/2014,20936.9,34.06572393,1541.45,557,370.706168,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,11/21/2014,18603.9,33.56665213,432.2,151.4,89.94639708,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,12/21/2014,15606.6,28.34674739,117.5,40.8,155.1216411,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,1/21/2015,13413.2,23.12792193,82.9,132.5,93.00986658,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,2/21/2015,9862.9,18.62150385,3020.3,1850,189.9964324,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,3/21/2015,11168.15,15.42636739,7886.2,5691.5,706.923213,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,4/21/2015,21565.1,17.147042,12272.5,6222.55,1226.281027,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,7/21/2014,19653.15,36.54424801,10995.45,5438.65,750.2459556,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,8/21/2014,27216.95,37.8916066,8383.2,3776.1,849.6080238,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,9/21/2014,25160.6,39.84449146,4324.5,1706.6,1008.8531,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,10/21/2014,23433.15,43.65745225,1547,557.8,388.4959331,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,11/21/2014,20778.7,42.41961803,434.35,149.25,88.24051007,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,12/21/2014,17351.45,36.6244186,115.65,40.2,166.194035,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,1/21/2015,14637.55,30.86256382,84.55,132.9,102.3004416,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,2/21/2015,10586.4,25.95834836,3133,1978.55,204.9322742,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,3/21/2015,12207.2,21.79912629,8246.6,5906.1,767.2380982,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,4/21/2015,23877.85,21.79951335,12281.35,6263.6,1621.08068,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,7/21/2014,19562.4,31.07904801,11000.55,5439.2,742.9748565,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,8/21/2014,27076.9,25.24562827,8351.95,3778.95,830.5408522,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,9/21/2014,21394.3,17.45768621,4317.1,1700.8,1000.256852,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,10/21/2014,19657.75,35.75210316,1539.8,557.05,355.7561488,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,11/21/2014,17593.3,41.98422425,432.35,150.9,72.17909414,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,12/21/2014,14397.65,37.2876464,116.8,39.5,164.2312335,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,1/21/2015,12456.35,32.50835786,83.55,131.5,102.5265985,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,2/21/2015,9396.45,28.13862277,2902.4,1777.9,180.7045222,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,3/21/2015,11129.75,23.84305409,7619.75,5586.05,678.6582949,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,4/21/2015,23174.35,20.66058577,12268.55,6381.75,1603.625253,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,7/21/2014,19653.15,36.54424801,10995.45,5438.65,750.2459556,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,8/21/2014,27216.95,37.8916066,8383.2,3776.1,849.6080238,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,9/21/2014,22860,29.25832168,4336.1,1699.65,1017.313253,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,10/21/2014,21444.3,46.58981749,1542.15,557.2,372.3093168,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,11/21/2014,19218.7,47.86595285,429.35,149.5,63.03144166,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,12/21/2014,15853.7,42.691705,116.7,40.15,174.6428787,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,1/21/2015,13501.25,37.46265607,83.5,131.35,111.8879047,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,2/21/2015,10340.2,32.73863934,3054.85,1954.1,188.8413972,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,3/21/2015,11989.5,28.54030489,8029.3,5817.9,692.9205755,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,4/21/2015,25928.4,23.25364841,12289.8,6388.4,1642.028353,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,7/21/2014,19653.15,36.54424801,10995.45,5438.65,750.2459556,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,8/21/2014,27216.95,37.8916066,8383.2,3776.1,849.6080238,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,9/21/2014,23310.65,32.29342272,4325.2,1707.4,1008.237565,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,10/21/2014,19587.15,28.84447703,1544.5,558.8,451.3065204,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,11/21/2014,17172.95,24.46582527,427.6,150.25,76.57027265,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,12/21/2014,13623.9,19.82233149,117.25,40.7,149.0172242,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,1/21/2015,11580.3,15.27869191,83.55,132.1,87.98729315,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,2/21/2015,8270.15,11.6008845,2703.3,1733.6,186.2145822,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,3/21/2015,9411.9,9.636272444,7053.8,5079.95,519.9365315,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,4/21/2015,16779.85,14.37064799,11046.8,5869.8,1090.578362,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,7/21/2014,19562.4,31.07904801,11000.55,5439.2,742.9748565,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,8/21/2014,27076.9,25.24562827,8351.95,3778.95,830.5408522,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,9/21/2014,21394.3,17.45768621,4317.1,1700.8,1000.256852,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,10/21/2014,17430.55,18.01306691,1551.65,558.15,463.4899915,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,11/21/2014,13878.5,16.68012316,426.75,148.8,80.14255875,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,12/21/2014,10825.65,12.83242555,117.4,40.35,111.1357808,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,1/21/2015,9133.4,9.145448281,83.15,133.15,55.12688725,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,2/21/2015,5980.15,6.293055144,2194.35,1388.5,187.9679682,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,3/21/2015,6931,5.15377362,5564.7,3822.55,341.7772077,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,4/21/2015,11117.1,10.43951712,10499.25,5578.3,915.5257841,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,7/21/2014,19653.15,36.54424801,10995.45,5438.65,750.2459556,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,8/21/2014,27216.95,37.8916066,8383.2,3776.1,849.6080238,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,9/21/2014,22860,29.25832168,4336.1,1699.65,1017.313253,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,10/21/2014,19645.9,28.84391708,1541.5,560.4,409.6528229,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,11/21/2014,17516.05,25.70703352,431.25,151.45,72.04308541,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,12/21/2014,13906.5,21.01055866,117.85,40.15,149.2670534,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,1/21/2015,11628.85,16.36954873,84.15,130.75,89.41317909,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,2/21/2015,8115.9,12.64779672,2721.6,1740.55,192.4591615,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,3/21/2015,9438.85,10.2469977,7073.55,5085.5,475.6988328,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,4/21/2015,16571.15,14.63511254,11726.4,6190.5,1096.800792,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,7/21/2014,19562.4,31.07904801,11000.55,5439.2,742.9748565,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,8/21/2014,27076.9,25.24562827,8351.95,3778.95,830.5408522,0
LSCFS_2014_2,D,HICC_97_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,9/21/2014,22749.8,23.02887297,4317.95,1702.1,996.6482927,0
